Code,Description,Frequencies,code_number,ts_code,Frequency,Start Date,End Date,Type Description,number_of_ts,timeseries_position
KBP2532,Assets of Public Investment Corporation : Fixed-interest securities - local governments,"Quarterly,Yearly",2532,KBP2532K,Quarterly,1984/01,2017/02,",",2,2
KBP2533,Assets of Public Investment Corporation : Fixed-interest securities - public enterprises,"Quarterly,Yearly",2533,KBP2533J,Yearly,1984,2016,",",2,1
KBP2533,Assets of Public Investment Corporation : Fixed-interest securities - public enterprises,"Quarterly,Yearly",2533,KBP2533K,Quarterly,1984/01,2017/02,",",2,2
KBP2534,Assets of Public Investment Corporation : Fixed-interest securities - other,"Quarterly,Yearly",2534,KBP2534J,Yearly,1984,2016,",",2,1
KBP2534,Assets of Public Investment Corporation : Fixed-interest securities - other,"Quarterly,Yearly",2534,KBP2534K,Quarterly,1984/01,2017/02,",",2,2
KBP2535,Assets of Public Investment Corporation : Bills issued by the Central Government,"Quarterly,Yearly",2535,KBP2535J,Yearly,1984,2016,",",2,1
KBP2535,Assets of Public Investment Corporation : Bills issued by the Central Government,"Quarterly,Yearly",2535,KBP2535K,Quarterly,1984/01,2017/02,",",2,2
KBP2538,Assets of Public Investment Corporation : Bills issued by other,"Quarterly,Yearly",2538,KBP2538J,Yearly,1984,2016,",",2,1
KBP2538,Assets of Public Investment Corporation : Bills issued by other,"Quarterly,Yearly",2538,KBP2538K,Quarterly,1984/01,2017/02,",",2,2
KBP2539,Total assets of Public Investment Corporation,"Quarterly,Yearly",2539,KBP2539J,Yearly,1984,2016,",",2,1
KBP2539,Total assets of Public Investment Corporation,"Quarterly,Yearly",2539,KBP2539K,Quarterly,1984/01,2017/02,",",2,2
KBP2541,Other assets of Public Investment Corporation,"Quarterly,Yearly",2541,KBP2541J,Yearly,1984,2016,",",2,1
KBP2541,Other assets of Public Investment Corporation,"Quarterly,Yearly",2541,KBP2541K,Quarterly,1984/01,2017/02,",",2,2
KBP2542,Assets of Public Investment Corporation: Bills issued by banks,"Quarterly,Yearly",2542,KBP2542J,Yearly,1984,2016,",",2,1
KBP2542,Assets of Public Investment Corporation: Bills issued by banks,"Quarterly,Yearly",2542,KBP2542K,Quarterly,1984/01,2017/02,",",2,2
KBP2543,Liabilities of Public Investment Corporation: Funds received from Reconstruction and Development Programme (RDP) Fund,"Quarterly,Yearly",2543,KBP2543J,Yearly,1994,2016,",",2,1
KBP2543,Liabilities of Public Investment Corporation: Funds received from Reconstruction and Development Programme (RDP) Fund,"Quarterly,Yearly",2543,KBP2543K,Quarterly,1994/04,2017/02,",",2,2
KBP2544,Liabilities of Public Investment Corporation : Funds received from households,"Quarterly,Yearly",2544,KBP2544J,Yearly,1984,2016,",",2,1
KBP2544,Liabilities of Public Investment Corporation : Funds received from households,"Quarterly,Yearly",2544,KBP2544K,Quarterly,1984/01,2017/02,",",2,2
KBP2545,Assets of Public Investment Corporation : Bills issued by public corporations,"Quarterly,Yearly",2545,KBP2545J,Yearly,1984,2016,",",2,1
KBP2545,Assets of Public Investment Corporation : Bills issued by public corporations,"Quarterly,Yearly",2545,KBP2545K,Quarterly,1984/01,2017/02,",",2,2
KBP2546,Assets of Public Investment Corporation : Ordinary shares - Direct investment,"Quarterly,Yearly",2546,KBP2546J,Yearly,1984,2016,",",2,1
KBP2546,Assets of Public Investment Corporation : Ordinary shares - Direct investment,"Quarterly,Yearly",2546,KBP2546K,Quarterly,1984/01,2017/02,",",2,2
KBP2547,Assets of Public Investment Corporation : Ordinary shares - Indirect investment,"Quarterly,Yearly",2547,KBP2547J,Yearly,1993,2016,",",2,1
KBP2547,Assets of Public Investment Corporation : Ordinary shares - Indirect investment,"Quarterly,Yearly",2547,KBP2547K,Quarterly,1993/03,2017/02,",",2,2
KBP2550,Purchases of shares by non-residents on the JSE,"Monthly,Yearly",2550,KBP2550J,Yearly,1989,2016,",",2,1
KBP2550,Purchases of shares by non-residents on the JSE,"Monthly,Yearly",2550,KBP2550M,Monthly,1988/02,2017/08,",",2,2
KBP2551,Sales of shares by non-residents on the JSE,"Monthly,Yearly",2551,KBP2551J,Yearly,1989,2016,",",2,1
KBP2551,Sales of shares by non-residents on the JSE,"Monthly,Yearly",2551,KBP2551M,Monthly,1988/02,2017/08,",",2,2
KBP2553,Purchases of bonds by non-residents on the Bond Exchange of South Africa,"Monthly,Yearly",2553,KBP2553J,Yearly,1994,2016,",",2,1
KBP2553,Purchases of bonds by non-residents on the Bond Exchange of South Africa,"Monthly,Yearly",2553,KBP2553M,Monthly,1993/05,2017/08,",",2,2
KBP2554,Sales of bonds by non-residents on the Bond Exchange of South Africa,"Monthly,Yearly",2554,KBP2554J,Yearly,2003,2016,",",2,1
KBP2554,Sales of bonds by non-residents on the Bond Exchange of South Africa,"Monthly,Yearly",2554,KBP2554M,Monthly,2003/01,2017/08,",",2,2
KBP2562,Repurchases (repos) of bonds by non-residents on the Bond Exchange of South Africa,"Monthly,Yearly",2562,KBP2562J,Yearly,1997,2016,",",2,1
KBP2562,Repurchases (repos) of bonds by non-residents on the Bond Exchange of South Africa,"Monthly,Yearly",2562,KBP2562M,Monthly,1997/01,2017/08,",",2,2
KBP2563,Outright purchases of bonds by non-residents on the Bond Exchange of South Africa,"Monthly,Yearly",2563,KBP2563J,Yearly,1997,2016,",",2,1
KBP2563,Outright purchases of bonds by non-residents on the Bond Exchange of South Africa,"Monthly,Yearly",2563,KBP2563M,Monthly,1997/01,2017/08,",",2,2
KBP2564,Real-estate transfer duties,"Monthly,Yearly",2564,KBP2564J,Yearly,1975,2016,Seasonally Adjusted,2,1
KBP2564,Real-estate transfer duties,"Monthly,Yearly",2564,KBP2564M,Monthly,1975/01,2017/08,Seasonally Adjusted,2,2
KBP2565,Total net purchases of shares and bonds (repo and outright) by non-residents,"Monthly,Yearly",2565,KBP2565J,Yearly,1989,2016,",",2,1
KBP2565,Total net purchases of shares and bonds (repo and outright) by non-residents,"Monthly,Yearly",2565,KBP2565M,Monthly,1988/02,2017/08,",",2,2
KBP2566,Funds administered by trust companies: Cash and deposits,"Quarterly,Yearly",2566,KBP2566J,Yearly,1973,2016,",",2,1
KBP2566,Funds administered by trust companies: Cash and deposits,"Quarterly,Yearly",2566,KBP2566K,Quarterly,1973/02,2017/02,",",2,2
KBP2567,Funds administered by trust companies: Fixed-interest securities,"Quarterly,Yearly",2567,KBP2567J,Yearly,1973,2016,",",2,1
KBP2567,Funds administered by trust companies: Fixed-interest securities,"Quarterly,Yearly",2567,KBP2567K,Quarterly,1973/02,2017/02,",",2,2
KBP2568,Funds administered by trust companies: Ordinary shares,"Quarterly,Yearly",2568,KBP2568J,Yearly,1973,2016,",",2,1
KBP2568,Funds administered by trust companies: Ordinary shares,"Quarterly,Yearly",2568,KBP2568K,Quarterly,1973/02,2017/02,",",2,2
KBP2569,Funds administered by trust companies: Loans,"Quarterly,Yearly",2569,KBP2569J,Yearly,1973,2016,",",2,1
KBP2569,Funds administered by trust companies: Loans,"Quarterly,Yearly",2569,KBP2569K,Quarterly,1973/02,2017/02,",",2,2
KBP2570,Funds administered by trust companies: Fixed property,"Quarterly,Yearly",2570,KBP2570J,Yearly,1973,2016,",",2,1
KBP2570,Funds administered by trust companies: Fixed property,"Quarterly,Yearly",2570,KBP2570K,Quarterly,1973/02,2017/02,",",2,2
KBP2571,Funds administered by trust companies: Other assets,"Quarterly,Yearly",2571,KBP2571J,Yearly,1973,2016,",",2,1
KBP2571,Funds administered by trust companies: Other assets,"Quarterly,Yearly",2571,KBP2571K,Quarterly,1973/02,2017/02,",",2,2
KBP2572,Funds administered by trust companies: Total assets admini- stered,"Quarterly,Yearly",2572,KBP2572J,Yearly,1973,2016,",",2,1
KBP2572,Funds administered by trust companies: Total assets admini- stered,"Quarterly,Yearly",2572,KBP2572K,Quarterly,1973/02,2017/02,",",2,2
KBP2573,Own assets of trust companies: Total,"Quarterly,Yearly",2573,KBP2573J,Yearly,1973,2016,",",2,1
KBP2573,Own assets of trust companies: Total,"Quarterly,Yearly",2573,KBP2573K,Quarterly,1973/02,2017/02,",",2,2
KBP2574,Funds received by trust companies from testamentary trusts,"Quarterly,Yearly",2574,KBP2574J,Yearly,1993,2016,",",2,1
KBP2574,Funds received by trust companies from testamentary trusts,"Quarterly,Yearly",2574,KBP2574K,Quarterly,1993/01,2017/02,",",2,2
KBP2575,Funds received by trust companies from intervivos trusts,"Quarterly,Yearly",2575,KBP2575J,Yearly,1993,2016,",",2,1
KBP2575,Funds received by trust companies from intervivos trusts,"Quarterly,Yearly",2575,KBP2575K,Quarterly,1993/01,2017/02,",",2,2
KBP2576,Funds received by trust companies from other companies,"Quarterly,Yearly",2576,KBP2576J,Yearly,1993,2016,",",2,1
KBP2576,Funds received by trust companies from other companies,"Quarterly,Yearly",2576,KBP2576K,Quarterly,1993/01,2017/02,",",2,2
KBP2577,Funds received by trust companies from own funds,"Quarterly,Yearly",2577,KBP2577J,Yearly,1993,2016,",",2,1
KBP2577,Funds received by trust companies from own funds,"Quarterly,Yearly",2577,KBP2577K,Quarterly,1993/01,2017/02,",",2,2
KBP2578,Trust companies: Total liabilities = total assets,"Quarterly,Yearly",2578,KBP2578J,Yearly,1993,2016,",",2,1
KBP2578,Trust companies: Total liabilities = total assets,"Quarterly,Yearly",2578,KBP2578K,Quarterly,1993/01,2017/02,",",2,2
KBP2600,Short-term insurers: Current receipts of investment income,"Quarterly,Yearly",2600,KBP2600J,Yearly,1995,2016,",",2,1
KBP2600,Short-term insurers: Current receipts of investment income,"Quarterly,Yearly",2600,KBP2600K,Quarterly,1994/04,2017/02,",",2,2
KBP2601,Short-term insurers: Current receipts of premiums received from reinsurance,"Quarterly,Yearly",2601,KBP2601J,Yearly,1995,2016,",",2,1
KBP2601,Short-term insurers: Current receipts of premiums received from reinsurance,"Quarterly,Yearly",2601,KBP2601K,Quarterly,1994/04,2017/02,",",2,2
KBP2602,Short-term insurers: Current receipts of premiums received from other insurance,"Quarterly,Yearly",2602,KBP2602J,Yearly,1995,2016,",",2,1
KBP2602,Short-term insurers: Current receipts of premiums received from other insurance,"Quarterly,Yearly",2602,KBP2602K,Quarterly,1994/04,2017/02,",",2,2
KBP2603,Short-term insurers: Current expenditure on claims paid - reinsurance,"Quarterly,Yearly",2603,KBP2603J,Yearly,1995,2016,",",2,1
KBP2603,Short-term insurers: Current expenditure on claims paid - reinsurance,"Quarterly,Yearly",2603,KBP2603K,Quarterly,1994/04,2017/02,",",2,2
KBP2604,Short-term insurers: Current expenditure on claims paid - other,"Quarterly,Yearly",2604,KBP2604J,Yearly,1995,2016,",",2,1
KBP2604,Short-term insurers: Current expenditure on claims paid - other,"Quarterly,Yearly",2604,KBP2604K,Quarterly,1994/04,2017/02,",",2,2
KBP2605,Short-term insurers: Current expenditure - premiums on reinsurance,"Quarterly,Yearly",2605,KBP2605J,Yearly,1995,2016,",",2,1
KBP2605,Short-term insurers: Current expenditure - premiums on reinsurance,"Quarterly,Yearly",2605,KBP2605K,Quarterly,1994/04,2017/02,",",2,2
KBP2606,Short-term insurers: Current expenditure - administrative expenses,"Quarterly,Yearly",2606,KBP2606J,Yearly,1995,2016,",",2,1
KBP2606,Short-term insurers: Current expenditure - administrative expenses,"Quarterly,Yearly",2606,KBP2606K,Quarterly,1994/04,2017/02,",",2,2
KBP2607,Short-term insurers: Current expenditure - taxation,"Quarterly,Yearly",2607,KBP2607J,Yearly,1995,2016,",",2,1
KBP2607,Short-term insurers: Current expenditure - taxation,"Quarterly,Yearly",2607,KBP2607K,Quarterly,1994/04,2017/02,",",2,2
KBP2608,Short-term insurers: Dividend payments,"Quarterly,Yearly",2608,KBP2608J,Yearly,1995,2016,",",2,1
KBP2608,Short-term insurers: Dividend payments,"Quarterly,Yearly",2608,KBP2608K,Quarterly,1994/04,2017/02,",",2,2
KBP2609,Short-term insurers: Domestic current income surplus,"Quarterly,Yearly",2609,KBP2609J,Yearly,1995,2016,",",2,1
KBP2609,Short-term insurers: Domestic current income surplus,"Quarterly,Yearly",2609,KBP2609K,Quarterly,1994/04,2017/02,",",2,2
KBP2610,Short-term insurers: Net capital profits and other income,"Quarterly,Yearly",2610,KBP2610J,Yearly,1995,2016,",",2,1
KBP2610,Short-term insurers: Net capital profits and other income,"Quarterly,Yearly",2610,KBP2610K,Quarterly,1996/03,2017/02,",",2,2
KBP2611,Assets of finance companies: Cash and deposits,"Quarterly,Yearly",2611,KBP2611J,Yearly,1973,2016,",",2,1
KBP2611,Assets of finance companies: Cash and deposits,"Quarterly,Yearly",2611,KBP2611K,Quarterly,1979/01,2017/02,",",2,2
KBP2612,Assets of finance companies: Debtors,"Quarterly,Yearly",2612,KBP2612J,Yearly,1979,2016,",",2,1
KBP2612,Assets of finance companies: Debtors,"Quarterly,Yearly",2612,KBP2612K,Quarterly,1979/01,2017/02,",",2,2
KBP2613,Assets of finance companies: Instalment sale finance,"Quarterly,Yearly",2613,KBP2613J,Yearly,1973,2016,",",2,1
KBP2613,Assets of finance companies: Instalment sale finance,"Quarterly,Yearly",2613,KBP2613K,Quarterly,1979/01,2017/02,",",2,2
KBP2614,Assets of finance companies: Leasing finance,"Quarterly,Yearly",2614,KBP2614J,Yearly,1973,2016,",",2,1
KBP2614,Assets of finance companies: Leasing finance,"Quarterly,Yearly",2614,KBP2614K,Quarterly,1979/01,2017/02,",",2,2
KBP2615,Assets of finance companies: Loans extended: Mortgage,"Quarterly,Yearly",2615,KBP2615J,Yearly,1973,2016,",",2,1
KBP2615,Assets of finance companies: Loans extended: Mortgage,"Quarterly,Yearly",2615,KBP2615K,Quarterly,1979/01,2017/02,",",2,2
KBP2616,Assets of finance companies: Loans extended: Other,"Quarterly,Yearly",2616,KBP2616J,Yearly,1979,2016,",",2,1
KBP2616,Assets of finance companies: Loans extended: Other,"Quarterly,Yearly",2616,KBP2616K,Quarterly,1979/01,2017/02,",",2,2
KBP2617,Assets of finance companies: Ordinary shares,"Quarterly,Yearly",2617,KBP2617J,Yearly,1994,2016,",",2,1
KBP2617,Assets of finance companies: Ordinary shares,"Quarterly,Yearly",2617,KBP2617K,Quarterly,1993/01,2017/02,",",2,2
KBP2618,Assets of finance companies: Fixed property,"Quarterly,Yearly",2618,KBP2618J,Yearly,1973,2016,",",2,1
KBP2618,Assets of finance companies: Fixed property,"Quarterly,Yearly",2618,KBP2618K,Quarterly,1979/01,2017/02,",",2,2
KBP2619,Assets of finance companies: Other assets,"Quarterly,Yearly",2619,KBP2619J,Yearly,1994,2016,",",2,1
KBP2619,Assets of finance companies: Other assets,"Quarterly,Yearly",2619,KBP2619K,Quarterly,1994/01,2017/02,",",2,2
KBP2620,Assets of finance companies: Total assets,"Quarterly,Yearly",2620,KBP2620J,Yearly,1979,2016,",",2,1
KBP2620,Assets of finance companies: Total assets,"Quarterly,Yearly",2620,KBP2620K,Quarterly,1979/01,2017/02,",",2,2
KBP2621,Liabilities of finance companies: Ordinary shares,"Quarterly,Yearly",2621,KBP2621J,Yearly,1979,2016,",",2,1
KBP2621,Liabilities of finance companies: Ordinary shares,"Quarterly,Yearly",2621,KBP2621K,Quarterly,1979/01,2017/02,",",2,2
KBP2622,Liabilities of finance companies: Reserves,"Quarterly,Yearly",2622,KBP2622J,Yearly,1973,2016,",",2,1
KBP2622,Liabilities of finance companies: Reserves,"Quarterly,Yearly",2622,KBP2622K,Quarterly,1979/01,2017/02,",",2,2
KBP2623,Liabilities of finance companies: Fixed-interest securities,"Quarterly,Yearly",2623,KBP2623J,Yearly,1979,2016,",",2,1
KBP2623,Liabilities of finance companies: Fixed-interest securities,"Quarterly,Yearly",2623,KBP2623K,Quarterly,1979/01,2017/02,",",2,2
KBP2624,Liabilities of finance companies: Loans received: Banks,"Quarterly,Yearly",2624,KBP2624J,Yearly,1979,2016,",",2,1
KBP2624,Liabilities of finance companies: Loans received: Banks,"Quarterly,Yearly",2624,KBP2624K,Quarterly,1979/01,2017/02,",",2,2
KBP2625,Liabilities of finance companies: Loans received: Other,"Quarterly,Yearly",2625,KBP2625J,Yearly,1979,2016,",",2,1
KBP2625,Liabilities of finance companies: Loans received: Other,"Quarterly,Yearly",2625,KBP2625K,Quarterly,1979/01,2017/02,",",2,2
KBP2626,Liabilities of finance companies: Provisions,"Quarterly,Yearly",2626,KBP2626J,Yearly,1979,2016,",",2,1
KBP2626,Liabilities of finance companies: Provisions,"Quarterly,Yearly",2626,KBP2626K,Quarterly,1979/01,2017/02,",",2,2
KBP2627,Liabilities of finance companies: Other liabilities,"Quarterly,Yearly",2627,KBP2627J,Yearly,1979,2016,",",2,1
KBP2627,Liabilities of finance companies: Other liabilities,"Quarterly,Yearly",2627,KBP2627K,Quarterly,1979/01,2017/02,",",2,2
KBP2628,Liabilities of finance companies: Total liabilities,"Quarterly,Yearly",2628,KBP2628J,Yearly,1973,2016,",",2,1
KBP2628,Liabilities of finance companies: Total liabilities,"Quarterly,Yearly",2628,KBP2628K,Quarterly,1979/01,2017/02,",",2,2
KBP2630,Assets of non-bank financial institutions: Cash and deposits,"Quarterly,Yearly",2630,KBP2630J,Yearly,2001,2016,",",2,1
KBP2630,Assets of non-bank financial institutions: Cash and deposits,"Quarterly,Yearly",2630,KBP2630K,Quarterly,2001/01,2017/01,",",2,2
KBP2631,Assets of non-bank financial institutions: Fixed-interest securities,"Quarterly,Yearly",2631,KBP2631J,Yearly,2001,2016,",",2,1
KBP2631,Assets of non-bank financial institutions: Fixed-interest securities,"Quarterly,Yearly",2631,KBP2631K,Quarterly,2001/01,2017/01,",",2,2
KBP2632,Assets of non-bank financial institutions: Shares and other equity,"Quarterly,Yearly",2632,KBP2632J,Yearly,2001,2016,",",2,1
KBP2632,Assets of non-bank financial institutions: Shares and other equity,"Quarterly,Yearly",2632,KBP2632K,Quarterly,2001/01,2017/01,",",2,2
KBP2633,Assets of non-bank financial institutions: Loans,"Quarterly,Yearly",2633,KBP2633J,Yearly,2001,2016,",",2,1
KBP2633,Assets of non-bank financial institutions: Loans,"Quarterly,Yearly",2633,KBP2633K,Quarterly,2001/01,2017/01,",",2,2
KBP2634,Assets of non-bank financial institutions: Financial deriva- tives,"Quarterly,Yearly",2634,KBP2634J,Yearly,2001,2016,",",2,1
KBP2634,Assets of non-bank financial institutions: Financial deriva- tives,"Quarterly,Yearly",2634,KBP2634K,Quarterly,2001/01,2017/01,",",2,2
KBP2635,Assets of non-bank financial institutions: Non-financial assets,"Quarterly,Yearly",2635,KBP2635J,Yearly,2001,2016,",",2,1
KBP2635,Assets of non-bank financial institutions: Non-financial assets,"Quarterly,Yearly",2635,KBP2635K,Quarterly,2001/01,2017/01,",",2,2
KBP2636,Assets of non-bank financial institutions: Other assets,"Quarterly,Yearly",2636,KBP2636J,Yearly,2001,2016,",",2,1
KBP2636,Assets of non-bank financial institutions: Other assets,"Quarterly,Yearly",2636,KBP2636K,Quarterly,2001/01,2017/01,",",2,2
KBP2637,Assets of non-bank financial institutions: Total assets,"Quarterly,Yearly",2637,KBP2637J,Yearly,2001,2016,",",2,1
KBP2637,Assets of non-bank financial institutions: Total assets,"Quarterly,Yearly",2637,KBP2637K,Quarterly,2001/01,2017/01,",",2,2
KBP2645,Liabilities of non-bank financial institutions: Funds received,"Quarterly,Yearly",2645,KBP2645J,Yearly,2001,2016,",",2,1
KBP2645,Liabilities of non-bank financial institutions: Funds received,"Quarterly,Yearly",2645,KBP2645K,Quarterly,2001/01,2017/01,",",2,2
KBP2646,Liabilities of non-bank financial institutions: Shares and equity,"Quarterly,Yearly",2646,KBP2646J,Yearly,2001,2016,",",2,1
KBP2646,Liabilities of non-bank financial institutions: Shares and equity,"Quarterly,Yearly",2646,KBP2646K,Quarterly,2001/01,2017/01,",",2,2
KBP2647,Liabilities of non-bank financial institutions: Fixed-interest securities,"Quarterly,Yearly",2647,KBP2647J,Yearly,2001,2016,",",2,1
KBP2647,Liabilities of non-bank financial institutions: Fixed-interest securities,"Quarterly,Yearly",2647,KBP2647K,Quarterly,2001/01,2017/01,",",2,2
KBP2648,Liabilities of non-bank financial institutions: Loans,"Quarterly,Yearly",2648,KBP2648J,Yearly,2001,2016,",",2,1
KBP2648,Liabilities of non-bank financial institutions: Loans,"Quarterly,Yearly",2648,KBP2648K,Quarterly,2001/01,2017/01,",",2,2
KBP2649,Liabilities of non-bank financial institutions: Technical reserves: Pension,"Quarterly,Yearly",2649,KBP2649J,Yearly,2001,2016,",",2,1
KBP2649,Liabilities of non-bank financial institutions: Technical reserves: Pension,"Quarterly,Yearly",2649,KBP2649K,Quarterly,2001/01,2017/01,",",2,2
KBP2650,Liabilities of non-bank financial institutions: Technical reserves: Other,"Quarterly,Yearly",2650,KBP2650J,Yearly,2001,2016,",",2,1
KBP2650,Liabilities of non-bank financial institutions: Technical reserves: Other,"Quarterly,Yearly",2650,KBP2650K,Quarterly,2001/01,2017/01,",",2,2
KBP2651,Liabilities of non-bank financial institutions: Financial derivatives,"Quarterly,Yearly",2651,KBP2651J,Yearly,2001,2016,",",2,1
KBP2651,Liabilities of non-bank financial institutions: Financial derivatives,"Quarterly,Yearly",2651,KBP2651K,Quarterly,2001/01,2017/01,",",2,2
KBP2652,Liabilities of non-bank financial institutions: Other liabilities,"Quarterly,Yearly",2652,KBP2652J,Yearly,2001,2016,",",2,1
KBP2652,Liabilities of non-bank financial institutions: Other liabilities,"Quarterly,Yearly",2652,KBP2652K,Quarterly,2001/01,2017/01,",",2,2
KBP2653,Liabilities of non-bank financial institutions: Total liabilities,"Quarterly,Yearly",2653,KBP2653J,Yearly,2001,2016,",",2,1
KBP2653,Liabilities of non-bank financial institutions: Total liabilities,"Quarterly,Yearly",2653,KBP2653K,Quarterly,2001/01,2017/01,",",2,2
KBP4003,National government financing: Change in cash balances,"Monthly,Yearly,Yearly (fiscal)",4003,KBP4003F,Yearly (fiscal),1990,2017,",",3,1
KBP4003,National government financing: Change in cash balances,"Monthly,Yearly,Yearly (fiscal)",4003,KBP4003J,Yearly,1990,2016,",",3,2
KBP4003,National government financing: Change in cash balances,"Monthly,Yearly,Yearly (fiscal)",4003,KBP4003M,Monthly,1990/01,2017/06,",",3,3
KBP4022,National government financing by government bonds,"Monthly,Yearly,Yearly (fiscal)",4022,KBP4022F,Yearly (fiscal),1990,2017,",",3,1
KBP4022,National government financing by government bonds,"Monthly,Yearly,Yearly (fiscal)",4022,KBP4022J,Yearly,1990,2016,",",3,2
KBP4022,National government financing by government bonds,"Monthly,Yearly,Yearly (fiscal)",4022,KBP4022M,Monthly,1990/01,2017/06,",",3,3
KBP4023,National government domestic financing by Treasury bills,"Monthly,Yearly,Yearly (fiscal)",4023,KBP4023F,Yearly (fiscal),1990,2017,",",3,1
KBP4023,National government domestic financing by Treasury bills,"Monthly,Yearly,Yearly (fiscal)",4023,KBP4023J,Yearly,1990,2016,",",3,2
KBP4023,National government domestic financing by Treasury bills,"Monthly,Yearly,Yearly (fiscal)",4023,KBP4023M,Monthly,1990/01,2017/06,",",3,3
KBP4026,National government financing by foreign bonds and loans,"Monthly,Yearly,Yearly (fiscal)",4026,KBP4026F,Yearly (fiscal),1990,2017,",",3,1
KBP4026,National government financing by foreign bonds and loans,"Monthly,Yearly,Yearly (fiscal)",4026,KBP4026J,Yearly,1990,2016,",",3,2
KBP4026,National government financing by foreign bonds and loans,"Monthly,Yearly,Yearly (fiscal)",4026,KBP4026M,Monthly,1990/01,2017/06,",",3,3
KBP4028,National government extraordinary receipts,"Monthly,Yearly,Yearly (fiscal)",4028,KBP4028F,Yearly (fiscal),1990,2017,",",3,1
KBP4028,National government extraordinary receipts,"Monthly,Yearly,Yearly (fiscal)",4028,KBP4028J,Yearly,1990,2016,",",3,2
KBP4028,National government extraordinary receipts,"Monthly,Yearly,Yearly (fiscal)",4028,KBP4028M,Monthly,1990/01,2017/06,",",3,3
KBP4029,National government extraordinary transfers,"Monthly,Yearly,Yearly (fiscal)",4029,KBP4029F,Yearly (fiscal),1990,2017,",",3,1
KBP4029,National government extraordinary transfers,"Monthly,Yearly,Yearly (fiscal)",4029,KBP4029J,Yearly,1990,2016,",",3,2
KBP4029,National government extraordinary transfers,"Monthly,Yearly,Yearly (fiscal)",4029,KBP4029M,Monthly,1990/01,2017/06,",",3,3
KBP4030,Total financing of national government,"Monthly,Yearly,Yearly (fiscal)",4030,KBP4030F,Yearly (fiscal),1990,2017,",",3,1
KBP4030,Total financing of national government,"Monthly,Yearly,Yearly (fiscal)",4030,KBP4030J,Yearly,1990,2016,",",3,2
KBP4030,Total financing of national government,"Monthly,Yearly,Yearly (fiscal)",4030,KBP4030M,Monthly,1990/01,2017/06,",",3,3
KBP4031,National government: Other financing,"Monthly,Yearly,Yearly (fiscal)",4031,KBP4031F,Yearly (fiscal),1990,2017,",",3,1
KBP4031,National government: Other financing,"Monthly,Yearly,Yearly (fiscal)",4031,KBP4031J,Yearly,1990,2016,",",3,2
KBP4031,National government: Other financing,"Monthly,Yearly,Yearly (fiscal)",4031,KBP4031M,Monthly,1990/01,2017/06,",",3,3
KBP4045,National government revenue adjusted for cash flows,"Monthly,Quarterly,Yearly,Yearly (fiscal)",4045,KBP4045E,Quarterly,1961/01,2017/02,4-Term % change,6,1
KBP4045,National government revenue adjusted for cash flows,"Monthly,Quarterly,Yearly,Yearly (fiscal)",4045,KBP4045F,Yearly (fiscal),1990,2017,",",6,2
KBP4045,National government revenue adjusted for cash flows,"Monthly,Quarterly,Yearly,Yearly (fiscal)",4045,KBP4045J,Yearly,1990,2016,",",6,3
KBP4045,National government revenue adjusted for cash flows,"Monthly,Quarterly,Yearly,Yearly (fiscal)",4045,KBP4045M,Monthly,1990/01,2017/06,",",6,4
KBP4045,National government revenue adjusted for cash flows,"Monthly,Quarterly,Yearly,Yearly (fiscal)",4045,KBP4045Y,Yearly,1981,2016,1-Term % change,6,5
KBP4045,National government revenue adjusted for cash flows,"Monthly,Quarterly,Yearly,Yearly (fiscal)",4045,KBP4045Z,Yearly (fiscal),1981,2017,1-Term % change,6,6
KBP4049,National government expenditure adjusted for cash-flows,"Quarterly,Yearly,Yearly (fiscal)",4049,KBP4049E,Quarterly,1961/01,2017/02,4-Term % change,3,1
KBP4049,National government expenditure adjusted for cash-flows,"Quarterly,Yearly,Yearly (fiscal)",4049,KBP4049Y,Yearly,1981,2016,1-Term % change,3,2
KBP4049,National government expenditure adjusted for cash-flows,"Quarterly,Yearly,Yearly (fiscal)",4049,KBP4049Z,Yearly (fiscal),1981,2017,1-Term % change,3,3
KBP4050,National government deficit/surplus adjusted for cash-flows,"Monthly,Yearly,Yearly (fiscal)",4050,KBP4050F,Yearly (fiscal),1990,2017,",",3,1
KBP4050,National government deficit/surplus adjusted for cash-flows,"Monthly,Yearly,Yearly (fiscal)",4050,KBP4050J,Yearly,1990,2016,",",3,2
KBP4050,National government deficit/surplus adjusted for cash-flows,"Monthly,Yearly,Yearly (fiscal)",4050,KBP4050M,Monthly,1990/01,2017/06,",",3,3
KBP4061,Financing of the national government deficit/use of surplus: Change in net indebtedness to the PIC,"Monthly,Yearly,Yearly (fiscal)",4061,KBP4061F,Yearly (fiscal),1990,2017,",",3,1
KBP4061,Financing of the national government deficit/use of surplus: Change in net indebtedness to the PIC,"Monthly,Yearly,Yearly (fiscal)",4061,KBP4061J,Yearly,1990,2016,",",3,2
KBP4061,Financing of the national government deficit/use of surplus: Change in net indebtedness to the PIC,"Monthly,Yearly,Yearly (fiscal)",4061,KBP4061M,Monthly,1990/01,2017/06,",",3,3
KBP4066,Financing of national government deficit/use of surplus: Change in debt instruments held by the monetary sector,"Monthly,Yearly,Yearly (fiscal)",4066,KBP4066F,Yearly (fiscal),1991,2017,",",3,1
